matrix_name,rows,cols,nz,compiler_option,thread_option,chunk_size_option,scheduling_option,perf_start,L1_loads,L1_misses,LLC_loads,LLC_misses
G3_circuit.mtx,1585478,1585478,4623152,-O3,8,10000,static,C-N,3913077950,45615945,291383,216972
G3_circuit.mtx,1585478,1585478,4623152,-O3,8,10000,dynamic,C-N,3912046904,45366933,280029,215313
G3_circuit.mtx,1585478,1585478,4623152,-O3,8,10000,guided,C-N,3912447469,45814632,300950,202431
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,1,static,C-N,3955279078,63773365,5313629,2058001
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,1,dynamic,C-N,3941400415,64754693,3980244,1106896
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,1,guided,C-N,3914447826,46458299,284542,212531
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,10,static,C-N,3920046439,47477830,1577055,1093453
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,10,dynamic,C-N,3917127698,49813718,2139717,1204282
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,10,guided,C-N,3914493226,48270715,2436647,1207266
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,100,static,C-N,3916885948,47062810,822931,468316
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,100,dynamic,C-N,3914705820,47357083,979866,637910
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,100,guided,C-N,3914849700,46215956,282818,198457
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,1000,static,C-N,3916727332,46713553,478997,316131
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,1000,dynamic,C-N,3914501068,45998869,486312,355513
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,1000,guided,C-N,3915348377,46613329,292919,192006
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,10000,static,C-N,3916301764,48990335,2420125,1210014
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,10000,dynamic,C-N,3915145052,46621011,379521,253577
G3_circuit.mtx,1585478,1585478,4623152,-O3,16,10000,guided,C-N,3915713238,47606956,2198419,1117726
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,1,static,C-N,3962918821,63489999,7560288,1644306
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,1,dynamic,C-N,3946411424,77335530,13673176,2858002
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,1,guided,C-N,3920362824,46123044,322022,226851
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,10,static,C-N,3927966637,49219630,2213878,1251995
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,10,dynamic,C-N,3922131381,50598265,2506360,1470523
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,10,guided,C-N,3921374410,46268954,405749,221947
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,100,static,C-N,3923765452,49785806,3522192,1377931
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,100,dynamic,C-N,3919715531,46923090,1012183,621871
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,100,guided,C-N,3920680965,46123639,389507,215347
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,1000,static,C-N,3923964079,48728734,3055314,1222380
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,1000,dynamic,C-N,3920007924,50267068,3049389,1305682
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,1000,guided,C-N,3920429729,46943148,427917,233532
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,10000,static,C-N,3925928254,49268390,2652537,856149
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,10000,dynamic,C-N,3920743639,46755456,621833,310719
G3_circuit.mtx,1585478,1585478,4623152,-O3,32,10000,guided,C-N,3921961541,46077527,395820,230438
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,1,static,C-N,3981473004,64673243,10622213,2426668
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,1,dynamic,C-N,3956858302,73049455,13322859,2265245
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,1,guided,C-N,3931859703,46852370,430497,267629
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,10,static,C-N,3947917491,51859090,4513232,1730707
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,10,dynamic,C-N,3932491681,50899756,2850646,1691242
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,10,guided,C-N,3933864206,49235373,2736846,872756
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,100,static,C-N,3938040790,46609747,1275265,560716
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,100,dynamic,C-N,3930345353,46694090,937023,595307
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,100,guided,C-N,3930399007,46606116,750127,359054
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,1000,static,C-N,3942888221,46717443,556974,310037
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,1000,dynamic,C-N,3930793318,46624163,571169,356682
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,1000,guided,C-N,3932827004,50847840,3227634,1119643
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,10000,static,C-N,3939430010,46078285,319539,216214
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,10000,dynamic,C-N,3939344111,46649396,410371,241461
G3_circuit.mtx,1585478,1585478,4623152,-O3,64,10000,guided,C-N,3938282134,46667125,401074,232565
memplus.mtx,17758,17758,126150,-O3,1,1,static,C-N,104931926,984125,6869,2187
memplus.mtx,17758,17758,126150,-O3,1,1,dynamic,C-N,105233790,985987,6404,2208
memplus.mtx,17758,17758,126150,-O3,1,1,guided,C-N,104932238,973142,6669,1480
memplus.mtx,17758,17758,126150,-O3,1,10,static,C-N,104931926,976684,6478,1712
memplus.mtx,17758,17758,126150,-O3,1,10,dynamic,C-N,104962098,969301,6458,1726
memplus.mtx,17758,17758,126150,-O3,1,10,guided,C-N,104932239,975501,6576,1930
memplus.mtx,17758,17758,126150,-O3,1,100,static,C-N,104931928,972772,6601,1631
memplus.mtx,17758,17758,126150,-O3,1,100,dynamic,C-N,104934933,972562,6647,1667
memplus.mtx,17758,17758,126150,-O3,1,100,guided,C-N,104932239,973382,6428,1566
memplus.mtx,17758,17758,126150,-O3,1,1000,static,C-N,104931929,972492,6264,1551
memplus.mtx,17758,17758,126150,-O3,1,1000,dynamic,C-N,104932214,978216,6635,1559
memplus.mtx,17758,17758,126150,-O3,1,1000,guided,C-N,104932241,973310,6763,1692
memplus.mtx,17758,17758,126150,-O3,1,10000,static,C-N,104931930,975592,6453,1664
memplus.mtx,17758,17758,126150,-O3,1,10000,dynamic,C-N,104931943,973509,6413,1508
memplus.mtx,17758,17758,126150,-O3,1,10000,guided,C-N,104932241,976157,6495,1575
memplus.mtx,17758,17758,126150,-O3,2,1,static,C-N,105368549,1037596,29297,23835
memplus.mtx,17758,17758,126150,-O3,2,1,dynamic,C-N,105243847,1046584,27289,21917
memplus.mtx,17758,17758,126150,-O3,2,1,guided,C-N,104940023,988920,7933,2979
memplus.mtx,17758,17758,126150,-O3,2,10,static,C-N,104994219,1000351,12007,6229
memplus.mtx,17758,17758,126150,-O3,2,10,dynamic,C-N,104972060,1008278,20473,15358
memplus.mtx,17758,17758,126150,-O3,2,10,guided,C-N,104949691,982294,7661,2941
memplus.mtx,17758,17758,126150,-O3,2,100,static,C-N,104943373,983657,8415,3625
memplus.mtx,17758,17758,126150,-O3,2,100,dynamic,C-N,104945158,997977,21514,16230
memplus.mtx,17758,17758,126150,-O3,2,100,guided,C-N,104942456,981293,11015,6060
memplus.mtx,17758,17758,126150,-O3,2,1000,static,C-N,104942418,983214,10065,5025
memplus.mtx,17758,17758,126150,-O3,2,1000,dynamic,C-N,104941439,979977,7924,2818
memplus.mtx,17758,17758,126150,-O3,2,1000,guided,C-N,104942784,979500,7588,2412
memplus.mtx,17758,17758,126150,-O3,2,10000,static,C-N,104943064,985294,12548,7208
memplus.mtx,17758,17758,126150,-O3,2,10000,dynamic,C-N,104941924,983343,14280,9329
memplus.mtx,17758,17758,126150,-O3,2,10000,guided,C-N,104943085,983213,7323,2467
memplus.mtx,17758,17758,126150,-O3,4,1,static,C-N,105630309,1120987,49111,43035
memplus.mtx,17758,17758,126150,-O3,4,1,dynamic,C-N,105255413,1101913,29561,23476
memplus.mtx,17758,17758,126150,-O3,4,1,guided,C-N,104953529,986237,10436,5412
memplus.mtx,17758,17758,126150,-O3,4,10,static,C-N,105100766,1034432,39965,33268
memplus.mtx,17758,17758,126150,-O3,4,10,dynamic,C-N,104981464,1058417,42567,37098
memplus.mtx,17758,17758,126150,-O3,4,10,guided,C-N,104952380,980785,13032,7981
memplus.mtx,17758,17758,126150,-O3,4,100,static,C-N,105046020,1007148,30408,25171
memplus.mtx,17758,17758,126150,-O3,4,100,dynamic,C-N,104955971,995281,16627,11376
memplus.mtx,17758,17758,126150,-O3,4,100,guided,C-N,104958013,986260,8323,3491
memplus.mtx,17758,17758,126150,-O3,4,1000,static,C-N,104980337,992656,8409,3597
memplus.mtx,17758,17758,126150,-O3,4,1000,dynamic,C-N,104960419,981327,8718,3242
memplus.mtx,17758,17758,126150,-O3,4,1000,guided,C-N,104952641,976790,8367,3265
memplus.mtx,17758,17758,126150,-O3,4,10000,static,C-N,104987039,981076,12692,7440
memplus.mtx,17758,17758,126150,-O3,4,10000,dynamic,C-N,104983079,983653,8192,2969
memplus.mtx,17758,17758,126150,-O3,4,10000,guided,C-N,104968392,983213,8373,3245
memplus.mtx,17758,17758,126150,-O3,8,1,static,C-N,105537779,1132332,23720,11957
memplus.mtx,17758,17758,126150,-O3,8,1,dynamic,C-N,105277422,1267406,110505,63936
memplus.mtx,17758,17758,126150,-O3,8,1,guided,C-N,104977918,1033440,37439,21844
memplus.mtx,17758,17758,126150,-O3,8,10,static,C-N,105109926,1047662,49944,29273
memplus.mtx,17758,17758,126150,-O3,8,10,dynamic,C-N,105006149,1067767,56363,35591
memplus.mtx,17758,17758,126150,-O3,8,10,guided,C-N,104980741,1035931,40624,22509
memplus.mtx,17758,17758,126150,-O3,8,100,static,C-N,105049041,1025778,41171,24625
memplus.mtx,17758,17758,126150,-O3,8,100,dynamic,C-N,104986288,1006602,13159,5884
memplus.mtx,17758,17758,126150,-O3,8,100,guided,C-N,104975000,1013692,34836,20371
memplus.mtx,17758,17758,126150,-O3,8,1000,static,C-N,105046117,997377,14418,6638
memplus.mtx,17758,17758,126150,-O3,8,1000,dynamic,C-N,105034528,1031079,41595,23110
memplus.mtx,17758,17758,126150,-O3,8,1000,guided,C-N,105001566,988749,9241,3534
memplus.mtx,17758,17758,126150,-O3,8,10000,static,C-N,105005248,985963,8421,3100
memplus.mtx,17758,17758,126150,-O3,8,10000,dynamic,C-N,105063904,978440,9812,4351
memplus.mtx,17758,17758,126150,-O3,8,10000,guided,C-N,105096702,987324,15560,10025
memplus.mtx,17758,17758,126150,-O3,16,1,static,C-N,105630781,1254165,107134,43095
memplus.mtx,17758,17758,126150,-O3,16,1,dynamic,C-N,105344428,1283573,119716,44510
memplus.mtx,17758,17758,126150,-O3,16,1,guided,C-N,105052143,998190,11930,4953
memplus.mtx,17758,17758,126150,-O3,16,10,static,C-N,105162977,1037829,27823,13986
memplus.mtx,17758,17758,126150,-O3,16,10,dynamic,C-N,105063853,1064030,37365,17270
memplus.mtx,17758,17758,126150,-O3,16,10,guided,C-N,105111939,1006489,13200,5317
memplus.mtx,17758,17758,126150,-O3,16,100,static,C-N,105134547,1012695,15480,7046
memplus.mtx,17758,17758,126150,-O3,16,100,dynamic,C-N,105060805,1008684,23033,9446
memplus.mtx,17758,17758,126150,-O3,16,100,guided,C-N,105076992,1042173,47644,19095
memplus.mtx,17758,17758,126150,-O3,16,1000,static,C-N,105073072,1001827,21542,9730
memplus.mtx,17758,17758,126150,-O3,16,1000,dynamic,C-N,105177783,1034188,45067,18856
memplus.mtx,17758,17758,126150,-O3,16,1000,guided,C-N,105185387,1037983,47070,20262
memplus.mtx,17758,17758,126150,-O3,16,10000,static,C-N,105180559,980124,9780,3361
memplus.mtx,17758,17758,126150,-O3,16,10000,dynamic,C-N,105321098,986812,15250,8598
memplus.mtx,17758,17758,126150,-O3,16,10000,guided,C-N,105154646,978412,9505,3199
memplus.mtx,17758,17758,126150,-O3,32,1,static,C-N,105793186,1189518,89875,30302
memplus.mtx,17758,17758,126150,-O3,32,1,dynamic,C-N,105624768,1257044,100663,22605
memplus.mtx,17758,17758,126150,-O3,32,1,guided,C-N,105319155,1060429,63954,21044
memplus.mtx,17758,17758,126150,-O3,32,10,static,C-N,105483220,1061969,62937,22705
memplus.mtx,17758,17758,126150,-O3,32,10,dynamic,C-N,105339345,1066883,42019,18241
memplus.mtx,17758,17758,126150,-O3,32,10,guided,C-N,105317283,1002292,16777,6243
memplus.mtx,17758,17758,126150,-O3,32,100,static,C-N,105429340,1023689,29561,11203
memplus.mtx,17758,17758,126150,-O3,32,100,dynamic,C-N,105332948,1047313,56409,20006
memplus.mtx,17758,17758,126150,-O3,32,100,guided,C-N,105326149,1010168,16763,5845
memplus.mtx,17758,17758,126150,-O3,32,1000,static,C-N,106054475,1040772,44955,17005
memplus.mtx,17758,17758,126150,-O3,32,1000,dynamic,C-N,105740107,1015197,16424,4941
memplus.mtx,17758,17758,126150,-O3,32,1000,guided,C-N,105725513,1007786,13863,4257
memplus.mtx,17758,17758,126150,-O3,32,10000,static,C-N,105882091,995753,16915,8117
memplus.mtx,17758,17758,126150,-O3,32,10000,dynamic,C-N,105929368,996013,20027,11582
memplus.mtx,17758,17758,126150,-O3,32,10000,guided,C-N,105986801,1003628,13056,3246
memplus.mtx,17758,17758,126150,-O3,64,1,static,C-N,106899205,1237618,128158,39795
memplus.mtx,17758,17758,126150,-O3,64,1,dynamic,C-N,106681912,1227792,114883,20326
memplus.mtx,17758,17758,126150,-O3,64,1,guided,C-N,106339652,1040650,28692,8838
memplus.mtx,17758,17758,126150,-O3,64,10,static,C-N,106581240,1067203,47823,18055
memplus.mtx,17758,17758,126150,-O3,64,10,dynamic,C-N,106343053,1060748,41429,15549
memplus.mtx,17758,17758,126150,-O3,64,10,guided,C-N,106420430,1038277,30266,9468
memplus.mtx,17758,17758,126150,-O3,64,100,static,C-N,106551381,1043861,33626,9401
memplus.mtx,17758,17758,126150,-O3,64,100,dynamic,C-N,106475668,1066768,66770,19842
memplus.mtx,17758,17758,126150,-O3,64,100,guided,C-N,106502939,1051068,52752,14502
memplus.mtx,17758,17758,126150,-O3,64,1000,static,C-N,109528597,1061886,58933,20746
memplus.mtx,17758,17758,126150,-O3,64,1000,dynamic,C-N,109769761,1055035,62005,22940
memplus.mtx,17758,17758,126150,-O3,64,1000,guided,C-N,107633535,1025580,31499,9682
memplus.mtx,17758,17758,126150,-O3,64,10000,static,C-N,107551833,1005631,25472,11922
memplus.mtx,17758,17758,126150,-O3,64,10000,dynamic,C-N,107284225,1006457,21351,3787
memplus.mtx,17758,17758,126150,-O3,64,10000,guided,C-N,107448234,1011544,22138,8968
rajat31.mtx,4690002,4690002,20316253,-O3,1,1,static,C-N,19369922651,267301532,1453517,1205691
rajat31.mtx,4690002,4690002,20316253,-O3,1,1,dynamic,C-N,19449652652,267721771,1053194,813388
rajat31.mtx,4690002,4690002,20316253,-O3,1,1,guided,C-N,19369922953,267582121,1089002,846980
rajat31.mtx,4690002,4690002,20316253,-O3,1,10,static,C-N,19369922650,268215301,1476878,1214367
rajat31.mtx,4690002,4690002,20316253,-O3,1,10,dynamic,C-N,19377895635,267892517,1070616,836932
rajat31.mtx,4690002,4690002,20316253,-O3,1,10,guided,C-N,19369922970,265531610,1085625,844501
rajat31.mtx,4690002,4690002,20316253,-O3,1,100,static,C-N,19369922646,268288512,1468222,1211571
rajat31.mtx,4690002,4690002,20316253,-O3,1,100,dynamic,C-N,19370719939,268240803,1459483,1201210
rajat31.mtx,4690002,4690002,20316253,-O3,1,100,guided,C-N,19369922952,266730871,1083550,840747
rajat31.mtx,4690002,4690002,20316253,-O3,1,1000,static,C-N,19369922650,267466652,1078910,829631
rajat31.mtx,4690002,4690002,20316253,-O3,1,1000,dynamic,C-N,19370002375,268899319,1433811,1188214
rajat31.mtx,4690002,4690002,20316253,-O3,1,1000,guided,C-N,19369922959,267827126,1478799,1214092
rajat31.mtx,4690002,4690002,20316253,-O3,1,10000,static,C-N,19369922650,265102789,1077706,834204
rajat31.mtx,4690002,4690002,20316253,-O3,1,10000,dynamic,C-N,19369930613,267526768,1088843,846829
rajat31.mtx,4690002,4690002,20316253,-O3,1,10000,guided,C-N,19369922953,267720192,1081990,838076
rajat31.mtx,4690002,4690002,20316253,-O3,2,1,static,C-N,19483091282,274303026,1540867,1288631
rajat31.mtx,4690002,4690002,20316253,-O3,2,1,dynamic,C-N,19449963278,277660303,4113186,3805970
rajat31.mtx,4690002,4690002,20316253,-O3,2,1,guided,C-N,19370430714,267022846,1128164,887152
rajat31.mtx,4690002,4690002,20316253,-O3,2,10,static,C-N,19381786579,273080498,2588935,2296810
rajat31.mtx,4690002,4690002,20316253,-O3,2,10,dynamic,C-N,19378203556,273739825,3475060,3143962
rajat31.mtx,4690002,4690002,20316253,-O3,2,10,guided,C-N,19370531632,268510410,1551840,1302206
rajat31.mtx,4690002,4690002,20316253,-O3,2,100,static,C-N,19371356777,268782554,1841783,1553601
rajat31.mtx,4690002,4690002,20316253,-O3,2,100,dynamic,C-N,19371028653,267874871,1871461,1568177
rajat31.mtx,4690002,4690002,20316253,-O3,2,100,guided,C-N,19370287033,266188745,1223591,974953
rajat31.mtx,4690002,4690002,20316253,-O3,2,1000,static,C-N,19370643058,268970411,2102851,1828197
rajat31.mtx,4690002,4690002,20316253,-O3,2,1000,dynamic,C-N,19370311580,266775529,1926105,1667613
rajat31.mtx,4690002,4690002,20316253,-O3,2,1000,guided,C-N,19370232309,265956776,1467402,1221449
rajat31.mtx,4690002,4690002,20316253,-O3,2,10000,static,C-N,19370541756,268160318,1448883,1196033
rajat31.mtx,4690002,4690002,20316253,-O3,2,10000,dynamic,C-N,19370245314,265611844,1083252,840521
rajat31.mtx,4690002,4690002,20316253,-O3,2,10000,guided,C-N,19370457205,268150400,1112327,866765
rajat31.mtx,4690002,4690002,20316253,-O3,4,1,static,C-N,19484295545,292539952,6810216,6536000
rajat31.mtx,4690002,4690002,20316253,-O3,4,1,dynamic,C-N,19450565239,298791344,10549811,10189471
rajat31.mtx,4690002,4690002,20316253,-O3,4,1,guided,C-N,19370836052,270672439,3076774,2835070
rajat31.mtx,4690002,4690002,20316253,-O3,4,10,static,C-N,19382317309,275861323,3361152,3060174
rajat31.mtx,4690002,4690002,20316253,-O3,4,10,dynamic,C-N,19378807889,282524466,8035814,7670723
rajat31.mtx,4690002,4690002,20316253,-O3,4,10,guided,C-N,19370918458,268970836,1777292,1534136
rajat31.mtx,4690002,4690002,20316253,-O3,4,100,static,C-N,19371996634,271319467,2334652,2067116
rajat31.mtx,4690002,4690002,20316253,-O3,4,100,dynamic,C-N,19371632496,276582995,6398847,6117869
rajat31.mtx,4690002,4690002,20316253,-O3,4,100,guided,C-N,19370833480,266567461,1797225,1554196
rajat31.mtx,4690002,4690002,20316253,-O3,4,1000,static,C-N,19371588241,267105753,1335403,1111880
rajat31.mtx,4690002,4690002,20316253,-O3,4,1000,dynamic,C-N,19370914802,269694029,1750792,1495611
rajat31.mtx,4690002,4690002,20316253,-O3,4,1000,guided,C-N,19370835026,267055129,1121427,867055
rajat31.mtx,4690002,4690002,20316253,-O3,4,10000,static,C-N,19371517822,270179817,3677337,3416730
rajat31.mtx,4690002,4690002,20316253,-O3,4,10000,dynamic,C-N,19370866330,271524905,3260776,3028500
rajat31.mtx,4690002,4690002,20316253,-O3,4,10000,guided,C-N,19371527611,268543086,1150490,898983
rajat31.mtx,4690002,4690002,20316253,-O3,8,1,static,C-N,19486014663,304916561,5118016,3217341
rajat31.mtx,4690002,4690002,20316253,-O3,8,1,dynamic,C-N,19451784663,317138393,10874233,6209315
rajat31.mtx,4690002,4690002,20316253,-O3,8,1,guided,C-N,19372489998,270832872,2659042,1799782
rajat31.mtx,4690002,4690002,20316253,-O3,8,10,static,C-N,19384453542,275832735,4248889,3146016
rajat31.mtx,4690002,4690002,20316253,-O3,8,10,dynamic,C-N,19380025204,284815172,6004999,3966684
rajat31.mtx,4690002,4690002,20316253,-O3,8,10,guided,C-N,19372053010,273217012,5041261,3104579
rajat31.mtx,4690002,4690002,20316253,-O3,8,100,static,C-N,19374130117,278995403,8570916,5245291
rajat31.mtx,4690002,4690002,20316253,-O3,8,100,dynamic,C-N,19372842511,271821235,3084635,2337643
rajat31.mtx,4690002,4690002,20316253,-O3,8,100,guided,C-N,19372058568,269624946,2110230,1471063
rajat31.mtx,4690002,4690002,20316253,-O3,8,1000,static,C-N,19373999711,269800331,2237005,1592739
rajat31.mtx,4690002,4690002,20316253,-O3,8,1000,dynamic,C-N,19372156810,277145266,6784037,4400602
rajat31.mtx,4690002,4690002,20316253,-O3,8,1000,guided,C-N,19372051657,269210414,1943169,1378174
rajat31.mtx,4690002,4690002,20316253,-O3,8,10000,static,C-N,19372893014,267750572,1090175,842232
rajat31.mtx,4690002,4690002,20316253,-O3,8,10000,dynamic,C-N,19372161259,267799811,1964000,1408350
rajat31.mtx,4690002,4690002,20316253,-O3,8,10000,guided,C-N,19373362887,267860927,1402453,999786
rajat31.mtx,4690002,4690002,20316253,-O3,16,1,static,C-N,19491565826,325875165,16730408,6661698
rajat31.mtx,4690002,4690002,20316253,-O3,16,1,dynamic,C-N,19454241836,359594503,35045509,13879129
rajat31.mtx,4690002,4690002,20316253,-O3,16,1,guided,C-N,19374518304,282285563,9934501,4740983
rajat31.mtx,4690002,4690002,20316253,-O3,16,10,static,C-N,19387666708,283083818,7091563,3459530
rajat31.mtx,4690002,4690002,20316253,-O3,16,10,dynamic,C-N,19382503639,294133295,13734209,6603222
rajat31.mtx,4690002,4690002,20316253,-O3,16,10,guided,C-N,19376265715,269585300,2080297,1284662
rajat31.mtx,4690002,4690002,20316253,-O3,16,100,static,C-N,19378924569,284607127,10530781,4839088
rajat31.mtx,4690002,4690002,20316253,-O3,16,100,dynamic,C-N,19375309954,273483339,3399772,2500436
rajat31.mtx,4690002,4690002,20316253,-O3,16,100,guided,C-N,19374522776,269633908,2433854,1603473
rajat31.mtx,4690002,4690002,20316253,-O3,16,1000,static,C-N,19376814024,272989125,6437966,2807561
rajat31.mtx,4690002,4690002,20316253,-O3,16,1000,dynamic,C-N,19374734645,276039151,8896131,4183746
rajat31.mtx,4690002,4690002,20316253,-O3,16,1000,guided,C-N,19374890540,275098893,7854167,4043108
rajat31.mtx,4690002,4690002,20316253,-O3,16,10000,static,C-N,19377033636,269461708,1161884,873192
rajat31.mtx,4690002,4690002,20316253,-O3,16,10000,dynamic,C-N,19375281573,270934347,1306990,911156
rajat31.mtx,4690002,4690002,20316253,-O3,16,10000,guided,C-N,19375053991,269810188,2407058,1561451
rajat31.mtx,4690002,4690002,20316253,-O3,32,1,static,C-N,19499087410,339547200,29403655,8863960
rajat31.mtx,4690002,4690002,20316253,-O3,32,1,dynamic,C-N,19459245103,349856008,25427565,5210281
rajat31.mtx,4690002,4690002,20316253,-O3,32,1,guided,C-N,19379792620,270501815,1625680,1215981
rajat31.mtx,4690002,4690002,20316253,-O3,32,10,static,C-N,19395409895,280747180,8916180,3739453
rajat31.mtx,4690002,4690002,20316253,-O3,32,10,dynamic,C-N,19387545987,302680889,19667801,8497959
rajat31.mtx,4690002,4690002,20316253,-O3,32,10,guided,C-N,19379845322,271066022,1492274,1153706
rajat31.mtx,4690002,4690002,20316253,-O3,32,100,static,C-N,19387919851,273793020,2875427,1938521
rajat31.mtx,4690002,4690002,20316253,-O3,32,100,dynamic,C-N,19380297495,273373352,3420825,2250634
rajat31.mtx,4690002,4690002,20316253,-O3,32,100,guided,C-N,19385750492,268279572,1411253,923131
rajat31.mtx,4690002,4690002,20316253,-O3,32,1000,static,C-N,19385867684,269326380,1662642,1046088
rajat31.mtx,4690002,4690002,20316253,-O3,32,1000,dynamic,C-N,19379760579,270349496,2799372,1711754
rajat31.mtx,4690002,4690002,20316253,-O3,32,1000,guided,C-N,19379728240,271653840,3544326,1514640
rajat31.mtx,4690002,4690002,20316253,-O3,32,10000,static,C-N,19386662120,285545642,12062223,4262874
rajat31.mtx,4690002,4690002,20316253,-O3,32,10000,dynamic,C-N,19384863830,275306600,6800217,2465272
rajat31.mtx,4690002,4690002,20316253,-O3,32,10000,guided,C-N,19386208914,270762591,1191460,863810
rajat31.mtx,4690002,4690002,20316253,-O3,64,1,static,C-N,19517913396,328191236,26943577,6583948
rajat31.mtx,4690002,4690002,20316253,-O3,64,1,dynamic,C-N,19470661768,354215168,34248044,5525914
rajat31.mtx,4690002,4690002,20316253,-O3,64,1,guided,C-N,19391039856,268691975,1141873,875296
rajat31.mtx,4690002,4690002,20316253,-O3,64,10,static,C-N,19415760236,296090070,17964988,5593368
rajat31.mtx,4690002,4690002,20316253,-O3,64,10,dynamic,C-N,19398090971,286203663,11639278,5533519
rajat31.mtx,4690002,4690002,20316253,-O3,64,10,guided,C-N,19390829732,278114281,7897881,2606124
rajat31.mtx,4690002,4690002,20316253,-O3,64,100,static,C-N,19402440733,271710164,3849284,1841380
rajat31.mtx,4690002,4690002,20316253,-O3,64,100,dynamic,C-N,19390687145,273784071,3505931,2392225
rajat31.mtx,4690002,4690002,20316253,-O3,64,100,guided,C-N,19391893134,271010731,1857381,1283865
rajat31.mtx,4690002,4690002,20316253,-O3,64,1000,static,C-N,19401756187,270930266,2481581,1292716
rajat31.mtx,4690002,4690002,20316253,-O3,64,1000,dynamic,C-N,19393378773,280050274,10606024,3910615
rajat31.mtx,4690002,4690002,20316253,-O3,64,1000,guided,C-N,19393498604,268288748,1116105,853345
rajat31.mtx,4690002,4690002,20316253,-O3,64,10000,static,C-N,19402704276,270229470,2387928,1215961
rajat31.mtx,4690002,4690002,20316253,-O3,64,10000,dynamic,C-N,19401036566,272216194,1902533,1030726
rajat31.mtx,4690002,4690002,20316253,-O3,64,10000,guided,C-N,19397590684,268228000,2412489,1218330
